"servicioId","analisisId","soaControlId","controlCodigo","riesgoCodigo","puntaje","prioridad","estado","senales","decisiones","versionMotor"
"902008","60046","30716","A.8.14","R-ORG08-M1","26","MEDIA","PENDIENTE_VALIDACION","CONTROL_PARCIAL|RIESGO_MEDIO","PLAN_TRATAMIENTO|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902008","30095","30718","A.8.16","R-ORG08-B1","0","BAJA","PENDIENTE_VALIDACION","","MONITOREAR","RPM-DETERMINISTA-1.0"
"902008","30096","30727","A.8.24","R-ORG08-M2","28","MEDIA","PENDIENTE_VALIDACION","EVIDENCIA_RECHAZADA|RIESGO_MEDIO","REVISAR_EVIDENCIA|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902009","60047","30751","A.5.15","R-ORG09-A2","55","ALTA","PENDIENTE_VALIDACION","RIESGO_CRITICO|CONTROL_NO_INICIADO","PLAN_TRATAMIENTO|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902009","60002","30752","A.5.16","R-ORG09-A3","70","ALTA","PENDIENTE_VALIDACION","EVIDENCIA_RECHAZADA|RIESGO_ALTO|HALLAZGO_ABIERTO|BRECHA_FORMACION","REVISAR_EVIDENCIA|TRATAR_RIESGO|CAPACITACION","RPM-DETERMINISTA-1.0"
"902009","60048","30753","A.5.17","R-ORG09-C2","100","CRITICA","PENDIENTE_VALIDACION","CONTROL_NO_EFECTIVO|RIESGO_CRITICO|HALLAZGO_ABIERTO|HALLAZGO_RECURRENTE|BRECHA_FORMACION|RELEVANCIA_CONTEXTUAL","PLAN_TRATAMIENTO|TRATAR_RIESGO|CAPACITACION|ESCALAR","RPM-DETERMINISTA-1.0"
"902009","60004","30754","A.5.18","R-ORG09-C3","100","CRITICA","PENDIENTE_VALIDACION","RIESGO_ALTO|SIN_EVIDENCIA|HALLAZGO_ABIERTO|HALLAZGO_RECURRENTE|FECHA_VENCIDA|CONTROL_PLANIFICADO|BRECHA_FORMACION|AVANCE_INSUFICIENTE","REVISAR_EVIDENCIA|PLAN_TRATAMIENTO|TRATAR_RIESGO|CAPACITACION|ESCALAR","RPM-DETERMINISTA-1.0"
"902009","60049","30755","A.5.19","R-ORG09-M3","22","BAJA","PENDIENTE_VALIDACION","CONTROL_PLANIFICADO|HALLAZGO_ABIERTO","PLAN_TRATAMIENTO","RPM-DETERMINISTA-1.0"
"902009","60050","30760","A.5.23","R-ORG09-B2","8","BAJA","PENDIENTE_VALIDACION","APLICABILIDAD_PENDIENTE","MONITOREAR","RPM-DETERMINISTA-1.0"
"902009","60051","30761","A.5.24","R-ORG09-A1","64","ALTA","PENDIENTE_VALIDACION","RIESGO_ALTO|CONTROL_PARCIAL|SIN_EVIDENCIA|AVANCE_INSUFICIENTE","REVISAR_EVIDENCIA|PLAN_TRATAMIENTO|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902009","60052","30784","A.6.3","R-ORG09-C1","100","CRITICA","PENDIENTE_VALIDACION","RIESGO_CRITICO|CONTROL_PARCIAL|SIN_EVIDENCIA|HALLAZGO_ABIERTO|HALLAZGO_RECURRENTE|FECHA_VENCIDA|BRECHA_FORMACION|AVANCE_INSUFICIENTE","REVISAR_EVIDENCIA|PLAN_TRATAMIENTO|TRATAR_RIESGO|CAPACITACION|ESCALAR","RPM-DETERMINISTA-1.0"
"902009","60009","30808","A.8.13","R-ORG09-B3","20","BAJA","PENDIENTE_VALIDACION","CONTROL_PLANIFICADO|EVIDENCIA_PENDIENTE","REVISAR_EVIDENCIA|PLAN_TRATAMIENTO","RPM-DETERMINISTA-1.0"
"902009","60010","30809","A.8.14","R-ORG09-M1","26","MEDIA","PENDIENTE_VALIDACION","CONTROL_PARCIAL|RIESGO_MEDIO","PLAN_TRATAMIENTO|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902009","60011","30811","A.8.16","R-ORG09-B1","0","BAJA","PENDIENTE_VALIDACION","","MONITOREAR","RPM-DETERMINISTA-1.0"
"902009","60012","30820","A.8.24","R-ORG09-M2","25","MEDIA","PENDIENTE_VALIDACION","EVIDENCIA_RECHAZADA|RIESGO_MEDIO","REVISAR_EVIDENCIA|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902010","60053","30844","A.5.15","R-ORG10-A2","55","ALTA","PENDIENTE_VALIDACION","RIESGO_CRITICO|CONTROL_NO_INICIADO","PLAN_TRATAMIENTO|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902010","60054","30845","A.5.16","R-ORG10-A3","67","ALTA","PENDIENTE_VALIDACION","RIESGO_ALTO|HALLAZGO_ABIERTO|EVIDENCIA_RECHAZADA|BRECHA_FORMACION","REVISAR_EVIDENCIA|TRATAR_RIESGO|CAPACITACION","RPM-DETERMINISTA-1.0"
"902010","60055","30846","A.5.17","R-ORG10-C2","100","CRITICA","PENDIENTE_VALIDACION","CONTROL_NO_EFECTIVO|RIESGO_CRITICO|HALLAZGO_ABIERTO|HALLAZGO_RECURRENTE|BRECHA_FORMACION","PLAN_TRATAMIENTO|TRATAR_RIESGO|CAPACITACION|ESCALAR","RPM-DETERMINISTA-1.0"
"902010","60056","30847","A.5.18","R-ORG10-C3","100","CRITICA","PENDIENTE_VALIDACION","RIESGO_ALTO|SIN_EVIDENCIA|HALLAZGO_ABIERTO|HALLAZGO_RECURRENTE|FECHA_VENCIDA|CONTROL_PLANIFICADO|BRECHA_FORMACION|AVANCE_INSUFICIENTE","REVISAR_EVIDENCIA|PLAN_TRATAMIENTO|TRATAR_RIESGO|CAPACITACION|ESCALAR","RPM-DETERMINISTA-1.0"
"902010","60057","30848","A.5.19","R-ORG10-M3","22","BAJA","PENDIENTE_VALIDACION","CONTROL_PLANIFICADO|HALLAZGO_ABIERTO","PLAN_TRATAMIENTO","RPM-DETERMINISTA-1.0"
"902010","60058","30853","A.5.23","R-ORG10-B2","8","BAJA","PENDIENTE_VALIDACION","APLICABILIDAD_PENDIENTE","MONITOREAR","RPM-DETERMINISTA-1.0"
"902010","60059","30854","A.5.24","R-ORG10-A1","64","ALTA","PENDIENTE_VALIDACION","RIESGO_ALTO|CONTROL_PARCIAL|SIN_EVIDENCIA|AVANCE_INSUFICIENTE","REVISAR_EVIDENCIA|PLAN_TRATAMIENTO|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902010","60060","30877","A.6.3","R-ORG10-C1","100","CRITICA","PENDIENTE_VALIDACION","RIESGO_CRITICO|CONTROL_PARCIAL|SIN_EVIDENCIA|HALLAZGO_ABIERTO|HALLAZGO_RECURRENTE|FECHA_VENCIDA|BRECHA_FORMACION|AVANCE_INSUFICIENTE","REVISAR_EVIDENCIA|PLAN_TRATAMIENTO|TRATAR_RIESGO|CAPACITACION|ESCALAR","RPM-DETERMINISTA-1.0"
"902010","60061","30901","A.8.13","R-ORG10-B3","14","BAJA","PENDIENTE_VALIDACION","CONTROL_PLANIFICADO","PLAN_TRATAMIENTO","RPM-DETERMINISTA-1.0"
"902010","60062","30902","A.8.14","R-ORG10-M1","26","MEDIA","PENDIENTE_VALIDACION","CONTROL_PARCIAL|RIESGO_MEDIO","PLAN_TRATAMIENTO|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
"902010","60063","30904","A.8.16","R-ORG10-B1","0","BAJA","PENDIENTE_VALIDACION","","MONITOREAR","RPM-DETERMINISTA-1.0"
"902010","60064","30913","A.8.24","R-ORG10-M2","28","MEDIA","PENDIENTE_VALIDACION","EVIDENCIA_RECHAZADA|RIESGO_MEDIO","REVISAR_EVIDENCIA|TRATAR_RIESGO","RPM-DETERMINISTA-1.0"
